Beatmap,SR
3966612 | Around You [Himitsu's Easy],2.4042
1430681 | Yeah! Break! Care! Break! (TV Size) [Normal],2.4037
2828427 | one's future [Madoka's Normal],2.4036
1315246 | Fury Heart [HD],2.4035
674032 | ApolloN [4K Normal],2.4032
2039059 | Internet bitch P*Light Remix [Normal],2.4031
2056450 | Super Nuko ni Narenkatta [Normal],2.4031
3626163 | HUGE W [Advanced W],2.4029
4206326 | Hujan [Sedang // Ingatan],2.4026
4826125 | twinkle night (feat. somunia) [Collab Easy],2.4024
4290665 | homeswitcher [LVL 3. MEDIUM],2.4022
4403891 | Nostalgic Lost Logic [Easy],2.4020
4419122 | Last Christmas [NOOOOOORMAL],2.4016
1014633 | Glorious Crown [4K Standard],2.4015
4286311 | Mahou Shoujo Chino (Cut Ver.) [Carpihat's Normal],2.4013
3669836 | Love-Evidence (TV Size) [r=1-sin0 [Normal]],2.4009
4064172 | summersick [tiredness | normal],2.4005
463599 | Shanghai Kouchakan ~ Chinese Tea Orchid Remix [ADV],2.4003
4166146 | Mizuiro no Sunday (Cut Ver.) [Hard],2.3999
4316364 | tell me i'm dreaming [advanced],2.3997
4034256 | Split [NTKZ's Normal],2.3991
4222592 | Simple [AndreyChomik's Normal],2.3984
1242638 | Arakajime Ushinawareta Bokura no Ballad [Normal],2.3979
4307736 | Discovered Attack (Original Mix) [Hard Pin],2.3976
4039696 | Kira Kira Days (Cut Ver.) [ThisYuzu's Normal],2.3975
1755412 | Bison Charge [Normal],2.3974
1557982 | QLWA [ExNeko's Normal],2.3972
4147034 | Idol [Easy],2.3971
1562260 | A Lasting Promise [NOVICE],2.3970
1295615 | Tenshi no Osore [EZ],2.3965
4297332 | Feelings [N4iveDx's Normal],2.3962
754033 | Orange (Anime Ver.) [4K HD],2.3951
2796855 | Shala La (Cut Ver.) [Normal],2.3948
2128838 | Update [intermediate],2.3943
2446751 | Night of Knights (Cranky Remix) [Normal],2.3942
4137606 | Kizunairo no Ensemble [Normal],2.3938
711054 | Gravity Falls Theme Song [NM],2.3936
4537155 | Meant To Be (Nightcore Mix) [Avel's Normal],2.3935
1023090 | NANO DEATH!!!!! [ajee's Normal],2.3930
2450946 | Toumei Seisai [Einen's EZ],2.3929
4777966 | Field : Kaerezu no Chi [Intermediate],2.3929
2274725 | Cirno no Perfect Sansuu Kyoushitsu (sawawa Shissou Remix) [Easy],2.3928
3695912 | Bad Elixir [Standard],2.3922
3924307 | THE DAY OF JUBILATIONS [Blue_Potion's Normal],2.3922
3399725 | Gyakkyou Spectrum [Normal],2.3919
3842295 | Ashita e no Kiseki -Opening Size- [Sava's Easy],2.3917
3890151 | Seishun Complex (TV Size) [Easy],2.3916
4831460 | Winter Bells (Short Ver.) [DH's Normal],2.3916
3703439 | Pentiment [Leah's Past],2.3914
4259003 | Kiseki Melody [Normal],2.3914
1571381 | Tze-Chiang [Beginner],2.3913
2033790 | Sayonara Heaven (Camellia's NEKOMATAelectroRMX) [-Mystic's NOVICE],2.3911
4244818 | In Bloom [A04's Normal],2.3910
3447349 | Color of Drops [NORMAL],2.3908
3012112 | GHOST [Standard],2.3907
4639340 | Namonaki Akumu no Hate (Short Ver.) [Normal],2.3907
4374304 | All I Want For Christmas Is You [Ucitysm's Normal],2.3897
587019 | EXiSTENCE (TV Edit) [puxtu's NM],2.3894
4599499 | Navernopotomuchto [NM],2.3892
1002180 | in the Garden [Julie's 4K Hard],2.3884
2355400 | Reimei (TV Size) [Normal],2.3884
2864693 | Introduction [4K // Normal],2.3883
304425 | Kamui [victorica' NM],2.3883
3915522 | Youkoso Japari Park e (Xmas ver.) [DH's Normal],2.3882
4061075 | Cynical Night Plan [Ham's Normal],2.3882
4085302 | Lapis [Normal],2.3882
4378118 | Itterasshai (TV Size) [Easy],2.3882
"3232518 | Excuse My Rudeness, But Could You Please RIP? (Nhato Remix) [Advanced]",2.3874
395124 | DANCE ALL NIGHT [ADVANCED],2.3869
4246959 | Let Me In [Normal],2.3869
4286968 | The Show [Hard],2.3867
4456252 | Massugu (TV Size) [Normal],2.3865
923925 | I [_UJ's Easy],2.3857
4067442 | FUN FUN RE-BOOT [Easy],2.3856
2408417 | Sakurairo Diary (TV Size) [Ping's Normal],2.3851
1266168 | Showdown [NM],2.3847
2352639 | Running Blind [Normal],2.3842
1793947 | XROSS INFECTION [NOVICE],2.3840
4604010 | monkey falls into toilet. hilarity ensues. [intermediate],2.3838
3538914 | B WiZ U [ADVANCED],2.3836
4469297 | Rainy Girl [4K Beginner],2.3834
4325970 | Neko Atsume no Thema [elexire's 4K Advanced],2.3833
4607064 | Oxygen Destroyer [Lumpita's Normal],2.3831
3510828 | Cry Baby (TV Size) [Normal],2.3830
4117281 | Nonstopwatch [Normal],2.3829
3799675 | Bulletproof Love (Cut Ver.) [Iyehz's Hard],2.3827
4091717 | the WORLD (TV Size) [Easy],2.3826
4849689 | Drum & Bass (CS:S Edit) [T9JILECTb | Hard],2.3826
419850 | Niji no Kakera-TV size ver.- [HD],2.3825
4298285 | Nanotech Delights (Cut Ver.) [Roxie's Normal],2.3825
971307 | COOLEST [Dell's NM 'Cool'],2.3824
2358152 | Shiny Kung-fu Revival [Collab Standard],2.3818
1349930 | Sweet* Witch* Girl* [Normal Skeleton],2.3816
4261164 | Anti Safety Zone [Apol's Normal],2.3810
"3866086 | Dandelion Girls, Dandelion Boys [Kibitz's Intermediate]",2.3809
3435552 | MORE! JUMP! MORE! [EASY],2.3808
3972156 | Lycanthrope [Johno's Normal],2.3808
4620554 | Hoshizora no Ima (Short Ver.) [Winter | Easy],2.3806
2044077 | DREAM SOLISTER (TV Size) [Normal],2.3796
2323359 | Kegarenaki Euphoria (Cut Ver.) [Normal],2.3793
3725401 | SHIJOSHUGI ADTRUCK [Beginner],2.3793
3584065 | Kakawari [Normal],2.3792
3915470 | I Wanna Guinea Pig For Christmas [Hard],2.3790
2843644 | Ce br ty [N__mal],2.3787
4748616 | We Wish You a Merry Christmas (Nightcore Mix) [Hard],2.3787
4834903 | APT. [AYASE'S NORMAL.],2.3786
367724 | Born to Be (TV Size) [4K HD],2.3783
3834415 | KICK BACK (TV Size) [Easy],2.3782
2342045 | Bwa ! [Normal !],2.3781
2696453 | Yoru ni Kakeru [4K Hard],2.3780
4279995 | lalabai call me [furi's normal],2.3778
1529232 | Whiplash ft. josh pan (sakuraburst Remix) [normal],2.3776
4148218 | Le Porteur d'Ombre [Normal],2.3776
3202458 | HAPPY limelight [MEDIUM],2.3773
"2272352 | Ne, Issho ni Kaero. (TV Size) [DH's Easy]",2.3768
2460196 | Tempestissimo [Primitive | Overture],2.3764
924246 | Fading Star(banshi-Remix) [Normal],2.3762
4508733 | Gyutte feat. Hatsune Miku [Radiance // Karin's Normal],2.3761
3882972 | Black Rover (TV Size) [Normal],2.3750
4834901 | APT. [AINER'S BEGINNER.],2.3744
1480629 | Rainbow Night Sky Highway [Normal],2.3742
3175825 | Specialist (Cut Ver.) [Pairo's Normal],2.3742
4641630 | Toymatic Kitchen! (Cut Ver.) [Basic],2.3742
3609560 | Surges feat. Kase & Loin [Lin's Normal],2.3739
3941962 | Umarun Taisou (TV Size) [Easy],2.3739
2736534 | Shuu no Hazama (Cut Ver.) [Hyper],2.3734
3152953 | Reconnaissance Captain [Hard],2.3734
1576692 | Yamiyo no Nagoshisai ~for 2015 edition~ [Normal],2.3733
3692469 | Deadly force [BASIC],2.3728
2413202 | Chiisana Hibi (TV Size) [hard],2.3726
4663220 | Dream Believers (Game Ver.) [Normal],2.3726
3125246 | THE ULTIMACY [Present],2.3723
3501213 | Lagtrain (HowToPlayLN's 5/4 Swing Rearrangement) (Short Ver.) [hard],2.3723
4818051 | Synthetic Garden (Extended Edit) [Collab Normal],2.3723
4459602 | Insert Coin [Normal],2.3722
3110185 | Shuuten no Saki ga Aru to Suru Naraba. [Nabi's Normal],2.3719
756711 | overcomplexification [Lv.04],2.3718
3399722 | Gyakkyou Spectrum [Easy],2.3706
2817024 | Into Space [Easy],2.3704
1086328 | nightfall [Normal],2.3699
3835215 | KICK BACK (TV Size) [Normal],2.3699
3263748 | M.I.L.F (Metal Guitar Cover feat. ToxicxEternity) [Hard],2.3695
4139913 | Lyrith -Meikyuu Lyrith- [YuEast's Easy],2.3695
1654129 | Xperanza [Normal],2.3692
1636582 | Yubi Bouenkyou (TV Size) [Curio's Easy],2.3691
3668213 | Mukuroju no Hakamori [Sya's ADVANCED],2.3691
4676149 | FOREVER [Normal!],2.3691
1770472 | B:/Start Up [HD],2.3678
"3132343 | * Erm, could it be a Spatiotemporal ShockWAVE Syndrome...? [BASIC]",2.3676
2183168 | Guren Yasha [Normal],2.3673
4133536 | Maid with Dragons <3 (TV Size) [Easy],2.3672
3811284 | One In A Billion (TV Size) [Easy],2.3669
4545358 | Polaris Australis [Easy],2.3669
4492658 | Colors [Normal],2.3668
3689470 | Eden through the rough (TV Size) [Normal],2.3664
4550081 | Uchapa! de Pappikapo~n! [Normal],2.3661
3528136 | Op.I <fear-TITAN-> [BASIC],2.3660
1232539 | Youkoso JAPARI PARK e [Normal],2.3657
4002319 | Eternalism 3 [Normal],2.3655
4726148 | Bete (Cut Ver.) [Ferdi's Normal],2.3652
3073262 | 666 [BASIC],2.3651
4639338 | Namonaki Akumu no Hate (Short Ver.) [Easy],2.3650
4094056 | Back to the City [Easy],2.3649
4389716 | I Will Pick You Up (feat. Tamika) [Normal],2.3649
796259 | Gandorada Daikoubou [NM],2.3649
4080649 | Imagination (TV Size) [Easy // 3rd Tempo],2.3648
479220 | Nine Point Eight [Hard],2.3648
1315378 | Non Venda Rally [Ayyri's NM],2.3647
1913473 | potential curve [normal],2.3643
4045173 | RE Aoharu [Advanced],2.3643
4191446 | Dokimeki Diary (TV Size) [Normal],2.3643
3200278 | Valsqotch [ADVANCED],2.3640
1469010 | MONSTER [NM],2.3632
4262528 | Hitosaji no Ohimesama Monogatari (Cut Ver.) [Auto's Normal],2.3631
1867060 | TWEEKER [HARD],2.3628
1414006 | Crow's Ghost [Advanced],2.3626
2229755 | For You the Bellz Toll [Normal],2.3626
3129903 | Koisuru * Hiyoko (Cut Ver.) [Normal],2.3625
3081229 | MOBO * MOGA [Normal],2.3622
3271460 | Holdin' On (Skrillex and Nero Remix) (Cut Ver.) [X_Devil's Normal],2.3622
1426533 | M1917 [Normal],2.3621
3579394 | Good-bye sengen [Ihram's Normal],2.3621
4162499 | Pure Ruby [Easy],2.3614
1685335 | Sweet Dreams (11t dnb mix) [chou's Normal],2.3613
1490012 | The Limit Does Not Exist [Advanced],2.3611
1929299 | Cross Fire [BASIC],2.3611
2872784 | Envy Baby [Paran's Normal],2.3608
4801912 | Reweave (TV Size) [DH's Normal],2.3608
4259489 | APOCALYPSE RAY [Ham's BASIC],2.3607
3331431 | Sweet Sweet White Song [Normal],2.3604
3836747 | Don't believe the hype [DenYi's Beginner],2.3603
4599957 | Sairai [4K // Easy],2.3599
4600821 | Ref:rain (TV Size) [Normal],2.3597
3882121 | SCUNTHORPE [Hard],2.3594
4209702 | Unwelcome School x Sua Deng O Dok Zua (Extended) [Advanced],2.3594
1768526 | destination moon but it has amen breaks [Normal],2.3586
3768773 | Thrifted Tchotchkes (MegaBaz Remix) [Normal],2.3586
3937518 | Until the end of time [fvrex's Normal],2.3586
1773717 | Mou Ii kai? [Normal],2.3581
4450672 | i thought we were lovers w/ basil [para's advanced],2.3579
4807865 | Otonoke (TV Size) [Flade's Hard],2.3579
747141 | TRUE STORY [NM+],2.3579
718534 | Daisy [Light (Normal)],2.3577
3820112 | Mantra Hujan [Mirsaaa's Normal],2.3575
4049706 | Sign (TV Size) [Mirsaaa's Normal],2.3570
4637827 | Crom Cruach [Intermediate],2.3563
2883088 | mosaic [Easy],2.3562
4638163 | Surge Of Energy [Normal],2.3562
4322637 | Cat Loving [Ysg's Normal],2.3561
584137 | Boulafacet [NM],2.3559
4844233 | Try again (Game Ver.) [Mashiro's NORMAL],2.3558
4482217 | LEveL (TV Size) [Normal],2.3556
2545399 | Alteregoism [Normal],2.3555
1090265 | Shiawase Transmission [NOVICE],2.3552
2294265 | Ad Astra [Sya's Normal],2.3549
1861832 | Grand Chariot [Avalon's NOVICE],2.3545
3778443 | Colorful Minutes [4K Standard],2.3542
2306477 | Floating [Normal],2.3539
2507960 | Centimeter (TV Size) [Normal],2.3539
4083793 | Rhythm Hell [prolonged suffering | Stage 4],2.3537
3790157 | Souzou Diary (TV Size) [Normal],2.3535
3705116 | Hestia [Intermediate],2.3533
832100 | Imprinting [Bie's 4K Normal],2.3533
4442358 | this is what space feels like (Cut Ver.) [RuleBlazing's Hard],2.3530
3658617 | ball hard [Normal],2.3528
3224329 | Caesura of Despair [Easy],2.3519
4175438 | Cupid [Easy],2.3519
3953645 | Don't Fight The Music [cai_ji_ccc's BASIC],2.3518
342382 | Memory of Beach [Normal Style],2.3516
4265180 | Level Up [Normal],2.3515
4838118 | Cool Me Down (feat. Megurine Luka) [Normal],2.3515
4762383 | Answer (Game Ver.) [Easy],2.3514
4602825 | Tell your world that I don't care [Hard],2.3512
2903766 | RAIKIRI [BASIC],2.3509
1570960 | Dynamite (Extended Mix) [Normal Lv.6],2.3508
723052 | Hesperides [Standard],2.3506
409621 | MEGITSUNE [4K NM+],2.3505
3678196 | Jishou Mushoku [Easy],2.3503
479485 | Shinobi [4K Normal],2.3501
1245091 | Re/Im [Re/Normal],2.3500
1409976 | disperagioia [Tofu's Normal],2.3500
601873 | Bye Bye [NM],2.3494
2698378 | Ding Dong Holy Night [fvrex's Hard],2.3493
2524850 | Six trillion years and overnight story [Standard],2.3489
3844216 | KICK BACK [Advanced Beam],2.3485
683576 | Kimiiro Signal-TV size ver.- [4K NM 'Eriri'],2.3485
1827346 | Love with You (TV Size) [Tofu's NM],2.3481
4416441 | Congrathalations! (Cut Ver.) [Normal],2.3480
3731958 | Milky Ways [Inner Planets | Normal],2.3479
669652 | Canon [Harmonious (Hard)],2.3478
2927434 | Sanyousei SAY YA!!! [Normal],2.3477
4860367 | Tetoris [Toko's Hard],2.3476
1686241 | Magical Toy Box [Normal],2.3475
3745434 | Inverted World [Standard],2.3474
1691798 | ARROW RAIN [Normal],2.3473
3908900 | Bulletproof Love (Cut Ver.) [Pairo's Normal],2.3469
4376015 | Your New Home (TV Size) [Normal],2.3463
4374917 | davay rasskazhem (ily Frenchcore Remix) (Sped Up Ver.) [(o_O) // advanced],2.3462
4600819 | Ref:rain (TV Size) [Easy],2.3462
382079 | STRIKE THE BLOOD [4K HD],2.3461
"4296570 | Sukitchuu no! feat. Chuu-tan (CV: Hayami Saori) [BarudakGulanova's ""Kawaii"" Collab Easy]",2.3461
1128260 | Destroy [NOVICE],2.3458
1795515 | One Room Sugar Life (TV Size) [Normal],2.3449
1640660 | Routing [ExNeko's Normal],2.3446
3156251 | Tenshi Kourin [Hard],2.3446
2544258 | Ray of bullet (TV Size) [Mononobe Nabi's Easy],2.3440
3585246 | DEAR MY WAKER [Nabi's NORMAL],2.3440
4323617 | Yuusha (TV Size) [4K Easy],2.3438
1484449 | DropZ-Line- [NOVICE],2.3431
1783631 | Tooi Sekai no Toki to Sora [Normal],2.3431
2147016 | Mirai Puzzle [Agy x RiP46's Normal],2.3427
2039269 | ACTION [Draftnell's Normal],2.3424
4167630 | Seikatsu Konkyuu Dame Dinero (TV Size) [Sya's Normal],2.3416
807583 | Din Don Dan [4K Hard],2.3415
4174141 | the light (Cut Ver.) [hard],2.3409
4412435 | Padoru Padoru [MERRY XMAS!],2.3409
1484865 | Khionos TiARA [BASIC],2.3403
588677 | MIIRO [HD],2.3402
3296011 | FORViDDEN ENERZY -Fataldoze- [Easy],2.3398
3508986 | #SpeedyCats [#NOVICE],2.3397
4473744 | LIGHT LEFT BEHIND [ADVANCED],2.3393
3378539 | The Clown of 24stairs [NOVICE],2.3392
4511219 | Rocket League Theme [Normal],2.3390
2390132 | NULCTRL EX [HYPER],2.3387
3035620 | FORViDDEN ENERZY -Fataldoze- [FAMoss' Normal],2.3385
3534659 | SHIJOSHUGI ADTRUCK [Standard],2.3385
3579354 | Merry Snowy Fantasy feat. Hanon [Normal],2.3384
4205822 | Happy! Lucky! Dochy! (TV Size) [Ashtwee's Normal],2.3384
2508567 | Precious You* (TV Size) [Normal],2.3381
3182269 | Clip it Bro [Normal],2.3376
4564818 | Koi Sekai (Cut Ver.) [Normal],2.3373
3498245 | Pink Lemonade (TV Size) [Normal],2.3370
1773393 | ouroboros -twin stroke of the end- [4K Falcon's Easy],2.3366
1758733 | &Z (TV Size) [Ly0's HD],2.3365
4555716 | My Dearest (TV Size) [Karin's Normal],2.3360
4771563 | Sunao ni Naritai (osu! Edit Ver.) [Easy],2.3357
2414685 | Unmei no Dark Side -Rolling Gothic mix [Easy],2.3355
3490841 | MeTear'n TruX [Normal],2.3355
4106607 | Flicker (feat. RANASOL) [Normal],2.3354
1152538 | TSLove [NM],2.3353
2347829 | Friend Shitai (TV Size) [Hard],2.3351
3480227 | MeTear'n TruX [Easy],2.3351
"3166645 | Tayutae, Nanairo (TV Size) [Easy]",2.3350
4092414 | Guinea Pig Bridge [Nator1's Normal],2.3350
1331129 | ebullient future (Piano Ver.) (TV Size) [HD],2.3348
1660194 | A Bella! (feat. Lucy) [Facile],2.3348
2782556 | Loser Girl [DH's Normal],2.3348
1294970 | Swampgator [Normal],2.3342
2528798 | Gyu DAYS [Easy],2.3339
4262807 | A Dramatic Irony [Caressing Moonlight | Advanced],2.3336
3891722 | Flop Around (TV Size) [Toko's Easy],2.3334
3459959 | Wii Shop Channel Theme [norMii],2.3329
4782552 | feel my soul (TV Size) [ainer's normal],2.3328
"3548963 | Haru Urara, Kimi to Sakihokoru (TV Size) [Ferdi's Normal]",2.3323
346003 | Insane Techniques [4K Normal],2.3322
2968558 | Miss Tail (Cut Ver.) [Yukarin's Normal],2.3321
1855133 | Konran Shoujo Soflan-chan!! [Rabbit Lude's NOVICE],2.3316
3579137 | Otome-domo yo. (TV Size) [Sya's Normal],2.3312
3711680 | Kagayaki Summer Days (Short Ver.) [Normal!],2.3311
1935300 | Hide Away My Heart [Sado's Normal],2.3310
3334836 | Maid with Dragons (TV Size) [Normal],2.3310
2920288 | Le Bijoux [Normal],2.3307
4142169 | Bloomy * Smile (TV Size) [Normal],2.3304
2807631 | Main Heroine [Season],2.3302
3705078 | quasar [Normal],2.3302
1929303 | Cross Fire [NOVICE],2.3301
2940643 | Shine Holder (Cut Ver.) [Yui's Normal],2.3293
3550472 | FORTALiCE [Easy],2.3293
2944035 | Bursty Greedy Spider (TV Size) [Ysg's Easy],2.3290
2431633 | HELLO to DREAM (TV Size) [Nabi's Normal],2.3288
3835044 | KICK BACK (TV Size) [Easy],2.3286
491536 | No brand girls [NM],2.3279
2940248 | Believe in you (TV Size) [4K Normal],2.3277
1108653 | Hakanaki Yume [Feru's Challenging],2.3273
4610626 | Everything Goes On [Nanon's Normal],2.3273
2700168 | Apex Of The Vortex [Insane],2.3271
3486390 | Oodoori o Arukeba [Vierzeberg],2.3268
3300572 | Viewtiful Days! (TV Size) [Normal],2.3266
3976097 | Yume Yume Gradation [Forthnos' Normal],2.3260
4127632 | Cherry Blossom [Normal],2.3260
2855409 | Scrap Syndrome (Cut Ver.) [Normal],2.3259
2445575 | Angry Birds Epic (Remix) [Normal],2.3254
3364567 | Omoide Illumination [Normal],2.3253
4378040 | Elevator Jam [Advanced],2.3253
3729041 | Arekore Drastic feat. Suzuki Aina (TV Size) [Sava's Easy],2.3251
"3746964 | NEO SKY, NEO MAP! (TV Size) [Normal]",2.3250
4636775 | Goat standing up meme undertale (Extended Edit) [Advanced],2.3250
2748031 | KING [Nabi's NORMAL],2.3249
3540762 | Chochocho! Yuru Yuri * Capriccio!!! (TV Size) [Normal],2.3245
1107207 | Colorful Minutes [Virtue's 4K Normal],2.3244
1966197 | Nanamori (youth Remix) [Murumo's Normal],2.3243
4459741 | Angry Birds Epic (Remix) [Normal],2.3236
4125278 | Oort Cloud [Normal],2.3235
1250936 | Saiyajin [OWJI's Normal],2.3234
3894610 | Trrricksters!! [Basic!!],2.3233
1906420 | Oriental Blossom [4K NOVICE],2.3232
4065886 | pico scope -SACLA- [Advanced],2.3232
4406968 | Now or Never! (Cut Ver.) [Easy],2.3232
3986249 | Utopia [Ferdi's Normal],2.3229
4109241 | Genkai Toppa X Survivor (TV Size) [Normal],2.3227
3913088 | Like a Whirlwind [Easy],2.3224
3196889 | BEcause [Normal],2.3223
1673733 | BUBBLE RAVER [ExNeko's NOVICE],2.3221
3648856 | Strange Inventor [Advanced],2.3220
1243937 | Noi! [NM],2.3218
3161785 | SaiGetsu (Cut Ver.) [4K Hard],2.3216
4331146 | Poisonous Chasm [Himitsu's Advanced | Methane Concentration],2.3212
2872078 | 2019 Guy [FAMoss' Hard],2.3210
3417449 | Kawaii Razor Blades (feat. yandere) (Cut Ver.) [normal.],2.3210
3624097 | TONDEMO-WONDERZ [NORMAL LV.15],2.3209
317000 | Max Burning!! [3i's 4K NOVICE],2.3207
3684883 | Deneb to Spica (TV Size) [Lami's Normal],2.3205
805150 | Nihil Kagura [Normal],2.3202
3516554 | Lagtrain [Hard],2.3201
1193265 | STRIKE BACK [Ibrahim's Hard],2.3200
3738099 | LEMONADE [DIAMANT'S NORMAL],2.3197
1122855 | Illusion of Inflict [Fontes' 4K Easy],2.3194
3643074 | VEZZELiX [Normal],2.3194
1101764 | Strahv -Encore- [Normal],2.3190
901051 | Lachryma<Re:Queen'M> [NOVICE],2.3187
4483235 | Minor Piece (TV Size) [Easy],2.3185
3372201 | REAL-EYES (TV Size) [Normal],2.3182
1476082 | Equinox [Normal],2.3176
4270324 | Yumemoyou ~Hikari~ [Normal],2.3176
4191996 | Money Rain (Phonk Remix) [Flade's Normal],2.3174
866195 | Orange File [Hard],2.3163
1345174 | MUDPIE [Normal],2.3162
4379972 | Akogare Future Sign (TV Size) [Easy],2.3162
4781982 | Honest Man (Cut Ver.) [Sedang],2.3161
4505034 | Hikari Hanate! (Short Ver.) [Intermediate],2.3160
1126754 | REANIMATE [Dormientis / 4K Beginner],2.3159
3753962 | Suki! Yuki! Maji Magic [Tiger's NM 'Suki!'],2.3156
3594750 | Kira Kira [Sun's Easy * Kira],2.3155
4518047 | Senkou no Yukue -Opening size- [Normal],2.3155
1693765 | Blend W [Normal],2.3146
2754909 | 083 - nekomimi [Easy],2.3136
4101998 | My Nonfiction (TV Size) [Normal],2.3132
1126809 | Yuki no Youni [4K Normal],2.3130
4100646 | silly 300bpm thing [Normal],2.3130
4492459 | FROZEN MIDNIGHT (TV Size) [Normal],2.3130
4383445 | Hashtag (Cut Ver.) [#Normal],2.3127
3773344 | Reverse World -Extend Ver.- [Easy],2.3126
3597811 | Chronos (TV Size) [Sava's Advanced],2.3125
3526600 | Feel My Rhythm [Tiger's Easy],2.3124
2321274 | Rockefeller Street (Nightcore Mix) [Prosperity],2.3116
1885342 | Seiza ga Koi Shita Shunkan o. [Standard],2.3114
1401903 | Aimaimoko [Tofu's 4K NM],2.3113
3344055 | Omoide Illumination [Hard],2.3111
3092770 | Valanga!!!! [Decku's NOVICE!!!!],2.3107
1027189 | NAVILLERA [Normal],2.3106
3394299 | Saikyou Muteki! Chou Ero App! -remix- [Nabi's Normal],2.3105
427175 | Wake up! (Anime ver.) [4K NM],2.3105
2530234 | Paved Garden [Easy],2.3103
1548947 | Re-sublimity (TV Size) [NM],2.3102
2321275 | Rockefeller Street (Nightcore Mix) [ProSinewaveViewingperity],2.3100
2390611 | Rockefeller Street (Nightcore Mix) [ProSubconsciousVisualizationperity],2.3100
399975 | DON'T CUT [4K Normal],2.3100
2518343 | Innocent Princess [Easy],2.3099
1139999 | Alola!! [Ula'ula Island / 4K Normal],2.3097
3904460 | first death (TV Size) [Easy],2.3096
4001621 | INF-B <L-aste-R> [BASIC],2.3096
2485265 | #1f1e33 [Present],2.3095
798951 | 2 MINUTES FIGHTERS [NOVICE],2.3094
4474063 | Laundry [Advanced],2.3089
4861514 | UNDEAD [PROLOGUE],2.3085
4039822 | TITLE IDOL [Normal],2.3084
3958688 | Searchlight to Tsukiakari (TV Size) [Normal],2.3083
545013 | Snow halation (TV Size) [4K MX],2.3080
1366340 | Narcissus At Oasis (Freezer Remix) [SoldatRacer's EZ],2.3076
512133 | Kunoichi demo Koi ga Shitai [BASIC],2.3070
4764591 | World is Mine (TV Size) [Easy],2.3067
"3247955 | Don't think, Smile!! (TV Size) [Normal]",2.3064
4948341 | Heart111 [catzu's normal],2.3060
2622228 | over and over (TV Size) [Normal],2.3055
4626136 | Aozora Morning Glory (kageminori TwoRoom Edit) [Advanced],2.3055
4782958 | Glad:atioN [Sarahkuai's Normal],2.3055
4164032 | trans rights [normal],2.3054
464923 | Enmei Chiryou [4K NM],2.3053
1697078 | Carry Me Away (Extended Mix) [NOVICE],2.3051
2020340 | Sulyvahn [feat. USAO] [Lirai's Normal],2.3051
785408 | GO Love&Peace [Normal],2.3049
4129058 | Gradation feat. Kitazawa Yuuho (TV Size) [Normal],2.3048
2680867 | Deep Indigo (Cut Ver.) [By-ad's Normal],2.3047
694477 | Silhouette [NM],2.3045
4542758 | Ray Tuning [Avel's Normal],2.3041
986693 | Lost my pieces [Easy],2.3037
3180372 | Mainichi Kashimashi Pharmacy (TV Size) [Tealioz's Normal],2.3035
4585674 | Akogare Maid Vacation (Cut Ver.) [Easy],2.3035
2958651 | Omoide Shiritori (TV Size) [Yukarin's 4K Normal],2.3031
4339775 | Summer Lover!! [Beginner],2.3028
967909 | Marble Soda [Normal],2.3028
2082343 | Into The Madness [Rhezie's Normal],2.3027
4440613 | Mizuoto to Curtain [Spilling Tears // Peachy's Easy],2.3024
4848123 | TSUNAMI [HARD],2.3020
4792738 | Summer [Hard],2.3018
2102419 | Kanzen Shouri*Esper Girl [Ash's Normal],2.3003
3620005 | Nirv lucE [Past],2.2998
2437549 | Future Cider [Normal],2.2997
3579539 | Otome-domo yo. (TV Size) [DenYi's Easy],2.2997
1124739 | FIRST [EZ],2.2994
2910047 | Thunderstorm Catastrophe [Madoka's Normal],2.2994
3162001 | Nano Letters [Acoustic],2.2986
4170619 | Together Again (Cut Ver.) [Muz's Normal],2.2982
4193361 | .*302? ionwan2go*. [.*2.71? HD*.],2.2981
2999926 | Enter The Fire [ADVANCED],2.2980
4524890 | Ejsik Kochanie [ADV],2.2980
2039400 | ACTION [AncuL's Advanced],2.2978
1005239 | Kotonoha [Beginner],2.2972
803857 | Anemone -TV MIX- [victorica's 4K Hard],2.2967
1366605 | STEP by STEP UP [V's Easy],2.2962
4127624 | Take the Journey [AelSan's 4K Normal],2.2962
1179493 | Dement ~After Legend~ [Sora's NM],2.2959
2650164 | Innocent [NOVICE],2.2957
3211104 | S'il Vous President (Cut Ver.) [Muz's Normal],2.2956
1055380 | Flashes [Regraz's NM],2.2951
3564218 | Colorful Dreams! Colorful Smiles! (TV Size) [Normal],2.2951
4468822 | Rainy Girl [4K Normal],2.2951
1385761 | WHITEOUT [NOVICE],2.2949
1106110 | Owari to Hajimari no Oto [Wonki's Normal],2.2938
561043 | Zero Gravity [CHALLENGE],2.2938
969954 | Eternity [As' Normal],2.2932
3669454 | Kuu ni Naru [Normal],2.2927
992444 | Energy Flower 3007 [4424],2.2927
4032138 | Materialize Anything [Normal],2.2926
451759 | Trust in you (TV Size) [S.Star's Lv.9],2.2926
4099354 | Ongaku [Easy],2.2920
4806695 | Yume no Potential (feat. *namirin) [Easy],2.2920
1250663 | Twinkle Wonderland [Normal],2.2919
947956 | Fascination MAXX [4K Light],2.2916
2807630 | Main Heroine [Episode],2.2915
4021546 | 414 PER SPEED (Game Ver.) [Standard],2.2914
1045199 | Gokuraku Jodo [Hard],2.2912
