Beatmap,SR,Objects,Variety,Spikiness
4207624 | Seishun Archive [Another],4.3209,1883,3.5497,1.1136
4876429 | What do you want from me? [JUST PRETEND],4.3205,2184,3.0600,1.0747
4048915 | Sign (TV Size) [Pain],4.3203,1010,3.3215,1.0706
1030928 | Hello Happiness [Hyper],4.3196,1097,3.4798,1.0864
309584 | We're so Happy [4K EXTREME],4.3196,1313,3.4159,1.1396
4573182 | Wayawayawa-! (TV Size) [Pippi Pippi Yeah!],4.3195,766,3.7613,1.0210
"4179440 | Please, please! (TV Size) [Revenge!]",4.3194,1038,3.3713,1.0752
3838249 | Song of Sin [MEGA],4.3182,1114,3.4485,1.0424
4098209 | Idol (TV Size) [Ai no Uso],4.3179,1021,3.4807,1.0495
3597809 | Chronos (TV Size) [Fourth Plate],4.3175,1070,3.1964,1.0524
4175431 | zapreti redan [zxc],4.3173,751,2.6211,1.0560
4342020 | Nyarlathotep's Dreamland [Hyper],4.3171,1707,3.1919,0.9945
4764594 | World is Mine (TV Size) [My World],4.3171,893,3.4397,1.0341
4152670 | Zutto ChamJam [Flowers of Love],4.3169,1780,3.1313,1.0430
3889938 | Seishun Complex (TV Size) [Insane],4.3162,1130,3.1492,1.0011
4133097 | Break out [Escaping Limits],4.3161,2582,3.3024,1.0385
4313298 | Lockdown (feat. NEONA) [Journey],4.3161,1778,3.7040,1.0989
4826126 | twinkle night (feat. somunia) [Collab Hard],4.3160,2164,3.4536,0.9690
1083841 | Tenkuu no Yoake [Another],4.3153,1400,2.9262,1.0961
3891744 | Home Maker [Ciara],4.3153,2441,3.4715,1.0538
3783176 | M2U Pack [Temptation // Micleak's 4K],4.3152,1210,3.9775,0.9702
4033572 | Field of Hopes and Dreams [Adventure],4.3152,1995,3.0414,1.0234
2763835 | 4172756869 (isagen remix) (Cut Ver.) [4k insane],4.3151,1304,3.5195,1.0500
4812754 | muzaisya [Insane],4.3147,2338,3.6351,1.1327
308417 | Prismatic Lollipops [4K Lv.14],4.3145,1028,3.3586,1.1212
2733127 | Calamity Tempest [EXHAUST],4.3141,1473,3.4527,1.0481
908398 | Beautiful Dream [CS' Challenge],4.3136,1445,3.1851,1.0587
364572 | KIMONO PRINCESS [MX],4.3134,1243,3.2464,1.1729
2159586 | Sugar Sprite [Sweet Witch],4.3127,1162,3.3271,1.1562
4372715 | Da Da Is Tape To And U U U [Nicknem's Insane],4.3116,939,3.2805,1.0818
315292 | Crack traxxxx [4K EXH],4.3114,1049,3.6821,1.0983
"3497634 | FELT LN Collection [Natsukusa ya, Sari shi Hibi no Kageboushi]",4.3107,985,3.9981,1.0768
1189052 | 220 - Kumano [Insane],4.3103,578,3.2650,1.0864
4147033 | Idol [CS' Insane],4.3102,2138,3.8847,1.0450
2034201 | Runengon [Hard],4.3101,2160,3.0992,1.1196
690293 | Our Faith [Arcwin's Extreme],4.3100,1097,3.4939,1.0328
1183585 | Grand Chariot [4K // Another],4.3099,1350,3.3709,1.0788
4572165 | Danna-sama to no Love Love Love Song (TV Size) [Love Song],4.3098,825,3.8452,1.0504
2906171 | Amazing Mirage [Phantasm],4.3097,1265,3.5097,1.0952
3885169 | Post Shelter [Rain Shower],4.3097,1432,3.7783,1.0082
4229981 | Kanawanu Koi ja Owarenai! [My Love.],4.3086,1824,3.6835,1.0131
3891716 | Nettaiya no Matsuri [Tropical Festa],4.3082,1617,3.6480,1.0456
4039017 | YOIMACHI CANTARE (TV Size) [Mazoku!],4.3080,1027,3.5175,1.0055
1897756 | Yubi Bouenkyou (TV Size) [Ash's Adventure],4.3074,1070,3.2402,1.0428
4364723 | Hana no Tou (TV Size) [Flower],4.3071,1152,3.1637,1.0592
1408345 | Strength [Disconcerting],4.3068,2819,3.7020,1.0706
4411958 | Ice Cream Cake [My 19th Birthday!!],4.3067,2424,3.2774,1.0431
2487376 | Realize (TV Size) [Insane],4.3063,969,3.4425,1.0377
4537000 | triangles [welcome to the new era],4.3058,1382,3.5477,1.0121
492841 | LittleGameStar [EXHAUST Lv.14],4.3057,1316,3.3781,1.1184
3549488 | DEKOBOKO (TV Size) [Unevenness],4.3054,931,3.4547,1.0266
4167558 | Make a Move (Sped Up & Cut Ver.) [2000s emo-rock type song],4.3051,657,2.7114,1.0334
1068025 | Tenkyou no Alderamin -TV-size [Imperial Knights],4.3048,1049,3.3690,1.0317
4023557 | Flower [Blossom],4.3047,3063,3.2054,1.0906
"4213281 | Fly, My Wings [Fly, Perfect Wings]",4.3047,636,4.6919,1.0452
3616479 | End Time [Alptraum's Another],4.3041,1186,3.5526,1.0642
4353418 | Sentenced [Judgement],4.3040,1072,4.3607,1.0382
"3865731 | Aiue feat. Minami, SAKURAmoti (TV Size) [Aiue]",4.3039,996,3.5196,1.0028
1681777 | HiT! HiT! HiT! (Cranky vs. HiTECH NINJA) [INSANE!],4.3038,1456,3.3597,1.0543
1765145 | destination moon but it has amen breaks [bRoKeN],4.3038,1028,3.6447,1.0631
2241880 | -+ [Insane],4.3037,1149,3.6178,1.1043
393291 | Minna no Namae o Irete Kudasai TV size ver [MX],4.3035,870,3.6087,1.1395
2851594 | XIII Charlotte [Insane],4.3033,1595,3.4710,1.1228
4461936 | Shine [Insane],4.3029,1609,2.9220,0.9975
465220 | Taekwonburi [4K MX],4.3029,1254,3.2841,1.1155
3536571 | Fox Tales [Storytime],4.3027,2336,3.6224,1.1791
4778171 | feel my soul (TV Size) [your watercoloured perspective],4.3025,504,3.6959,1.0194
1821315 | TWEEKER [LUNATIC],4.3024,3101,2.8936,1.0578
4570324 | My dream girls (TV Size) [Irone's Dream Girls],4.3022,952,3.5389,0.9901
4633353 | Namonaki Akumu no Hate (Short Ver.) [Spriggan],4.3015,1462,3.2356,1.0554
4388696 | Full Blue Sky (Cut Ver.) [Bright Sky],4.3011,1485,3.2561,1.0446
4357226 | 757 (dive to the heart remix) [insane],4.3009,1125,3.4575,1.1153
4123810 | Sailing Force [EXHAUST],4.3008,1405,3.3598,1.0177
421341 | Shichitenhakki*Shijou Shugi! [MX],4.3006,962,3.3215,1.1799
3490840 | MeTear'n TruX [Insane],4.3003,1847,3.5068,1.0461
1454960 | ENERGY SYNERGY MATRIX [ExNeko's ANOTHER E.S.M.],4.3000,1549,3.0756,1.0281
899909 | EOS [Shana's DayBreak],4.2995,1970,3.0790,1.0858
2811365 | Morrissey [Menace],4.2993,958,2.9535,1.1023
4611436 | Akatsuki Zukuyo [Silent Love],4.2992,2574,3.7259,1.0781
350281 | Zephyros [Tanamii x Million's 4K Insane],4.2989,2500,3.5522,1.1061
3904961 | drive real fast (on fire) (Extended Edit) [(insane)],4.2989,1078,3.0201,1.0373
3822857 | 1 2 Fan Club [CrewK's Wo Ai Ni],4.2987,1145,3.4584,1.0103
3659092 | AxxxiS (TV Size) [Virtue's World],4.2981,927,3.5566,1.0283
2396644 | Key of Truth [4K // Another],4.2980,951,3.3762,1.0887
1299463 | Tenshi no Osore [HD],4.2976,431,4.4680,1.0132
3630320 | iced tea for breakfast [lemonade],4.2974,316,3.2986,0.9968
984693 | Lacrima Mosa Est [MEGA's Insane],4.2973,2478,3.1704,1.1487
4456980 | Hanataba wo Tsurugi ni [4K Hard],4.2971,354,3.3639,1.0282
3108847 | Kakumei no bullet [Fantasy Seal],4.2968,2695,3.6010,1.0602
694589 | Hello world! [EXHAUST],4.2967,1242,3.3926,1.1049
3929340 | Queen Fox [Insane],4.2966,2070,3.5020,1.0757
3526977 | Teo [Hard],4.2965,2083,3.3827,0.9985
1225283 | Diary Depresiku [Eraser's Crippling Mania Depression],4.2962,3295,3.1102,1.1806
4247329 | Metal Crusher [Insane],4.2962,791,2.9882,1.0139
3578446 | A Man In The Mirror [CITANUL],4.2961,1482,3.2854,1.0552
4337112 | Sakura Hana Getsusou [Dream],4.2959,2372,3.7413,1.0478
4321439 | Sofia [Sin tu mirada sigo],4.2955,1512,3.8218,0.9936
4591736 | Path to glory (Game Ver.) [Underdog],4.2955,1254,3.2103,1.0451
4291292 | astrid [aqua's hard],4.2954,658,3.6507,1.0544
3160725 | FANTASTIC ISLAND [Insane],4.2946,1012,3.7764,1.0536
1126814 | Yuki no Youni [4K Resonance of Jingle],4.2945,952,3.5045,1.0963
4280137 | BIG SHOT (GaMetal Remix) [INSANE],4.2945,2716,3.4076,1.0564
4434780 | Ejsik Kochanie [EJSIK],4.2945,954,2.9913,1.0000
3264540 | Hype feat. Such (sky_delta Remix) [Dreamlike],4.2944,2521,3.3996,1.0718
3912453 | Heroine wa Heikin Ika. (Cut Ver.) [Another],4.2943,1231,3.1834,1.0184
3449256 | UNLOCK (TV Size) [Fate],4.2942,982,3.3498,1.0315
"3549918 | Come On, Let's Go [Punctual]",4.2937,1744,3.8609,1.1364
732355 | STORIA [Rido's 4K Insane],4.2935,2373,3.6341,1.1213
1848364 | L.F.O [Another],4.2934,1143,3.7971,1.0693
1304319 | BroGamer [KK's Another],4.2933,1321,3.5394,1.1847
3317331 | PIRI [Nabi's Insane],4.2927,2156,3.4262,1.1048
2295527 | Gomakashi (TV Size) [Insane],4.2925,864,3.5892,1.0455
2943713 | EASY LOVE (TV Size) [SENPAI],4.2924,1086,3.3708,1.0385
2627833 | SAIKYO STRONGER [FUTURE],4.2922,1633,3.6324,1.0280
4036901 | Birthday [Ucitysm's Hyper],4.2922,1367,3.6876,1.0423
4173597 | Twinkle Twinkle (Sped Up & Cut Ver.) [Little Star],4.2920,1055,3.2164,1.0903
3549190 | Ready Steady Go! [Insane],4.2919,3179,3.2921,1.0661
2532549 | Say! Fanfare! [Encore!],4.2916,2541,3.4018,1.0345
2669828 | Ahoy!! Warera Houshou Kaizokudan* [Great Pirate Voyage],4.2914,3057,3.7944,1.0903
3679214 | Kokoro Hayaru (TV Size) [Insane],4.2913,1012,3.4038,1.0235
996693 | Showdown [puxtu's MX],4.2912,1061,3.8583,1.1858
1101044 | Memoria (Original Mix) [LeiN-'s SC],4.2911,3525,2.5612,1.1226
3093876 | ONE'S AGAIN (Cut Ver.) [Eternity],4.2908,960,3.4075,1.0770
3879401 | Asymmetry (TV Size) [Flame],4.2908,891,3.7499,1.1133
4001798 | BEAUTIFUL SKY (TV Size) [Eternal Ignition],4.2906,1124,3.3781,1.0311
834370 | Anemoi [Daybreak],4.2901,1829,3.2829,1.1047
4576457 | I'm the Rain [until I disappear in the sea.],4.2898,2087,3.5051,0.9751
3193535 | Valsqotch [VICTORY],4.2895,1840,3.3906,1.1052
1551638 | YUKINOFUNK [MANIAK],4.2893,1663,3.1589,1.0024
4788408 | Double or Nothing [EXHAUST],4.2890,1345,3.5967,1.0471
2843723 | mosaic [Diving through the sky!],4.2889,1152,3.3640,1.0342
2336128 | Su-Suki Nanka Janai! [Chomama],4.2888,866,3.6761,1.0612
2220965 | Saika [LN Master],4.2886,829,3.4796,1.0463
3996581 | Before The Storm [Melancholy],4.2886,1186,4.0223,1.0093
453642 | dreamin' feat.Ryu* [victorica's EXHAUST Lv.14],4.2886,1055,3.1518,1.0914
1345173 | MUDPIE [Amii's Insane],4.2883,2128,3.6199,1.0860
3356625 | The Order... [Parfait Queen],4.2882,2617,3.3249,1.0842
686138 | Everything will freeze [Bilqis vs Pharos's Insane],4.2877,2229,3.1444,1.0688
823920 | Critical Crystal [Another],4.2877,1185,3.3968,1.0848
3648255 | Reloaded [MEMORY of 4K],4.2876,2368,3.2264,0.9785
1294968 | Swampgator [Fontes' Insane],4.2873,2931,3.4125,1.3072
3740747 | B L A C K - R A Y [A N O T H E R],4.2871,2092,3.2338,1.0719
4455422 | Funkotism [Funkotsu Sacrament],4.2871,2351,3.2855,1.1828
4107028 | PAM!!! (Foxsky Version) [WATARU HardStep Flip] [Another],4.2868,1882,3.0429,1.1075
4884449 | fishmonger [it's the new wave of the future!],4.2865,13605,4.3934,1.1518
3610724 | Cortado [Walkin' with you],4.2864,2332,3.5279,1.0690
3835045 | KICK BACK (TV Size) [Hard],4.2863,916,3.5340,0.9861
1549439 | QLWA [liaoxingyao's Another],4.2859,1289,3.6072,1.1495
3794144 | Rolling Beat [Blue Archive],4.2859,1522,3.5808,1.0583
"4124784 | L'ete [Unchanged Town, Ghosts of Summer.]",4.2858,11660,4.5581,1.1233
1022210 | Kotonoha [Zan's Another],4.2854,1251,3.5617,1.0860
361015 | Acceleration [4K MX],4.2851,686,3.5938,1.2085
2965806 | Yume o Kakeru! (TV Size) [Susume!],4.2847,994,3.4201,1.0196
3606880 | Be braver! [The order!],4.2846,2731,3.6074,1.0678
4144862 | Genjitsu Escape [MX],4.2846,2198,3.4050,1.0440
2428043 | najimi breakers [Hard],4.2844,1346,2.7150,0.9761
1117771 | Grayed Out -Antifront- [V's 4K Another],4.2841,1220,3.4027,1.0419
1651366 | Capitalism Cannon [Maxus' Lv.10: Orange],4.2836,990,3.9526,1.1164
3012108 | GHOST [Another],4.2828,3202,3.2750,1.1004
4770359 | Sunao ni Naritai (osu! Edit Ver.) [Hard],4.2828,1032,3.5461,1.0577
4024586 | 367Days [Days!],4.2827,1200,3.4222,1.0287
4177810 | session / the seasons [insane / winter],4.2823,733,3.4965,0.9957
4417834 | BLACK MEMORY [Eternity],4.2822,3175,3.1509,1.0823
2141414 | Ashigaru [Sengoku],4.2813,2855,3.4979,1.0857
3500129 | Hide and Seek [Hide Yourself],4.2807,2091,3.6266,1.0484
"4640913 | Kono Sekai no Anata to, Ano Sekai no Anata e [Farewell]",4.2805,2215,3.8729,1.1047
476043 | Lucid [MX],4.2805,1327,3.1623,0.9974
3423594 | Be With U [Insane],4.2802,1361,3.6324,1.0366
3794375 | Heart Shaker (Cut Ver.) [Come on be my love!],4.2793,793,3.6640,0.9949
2845681 | perditus paradisus [Another],4.2789,1398,2.8759,1.0537
560602 | Identic Conflict [Mashiro's Hard],4.2781,886,3.3302,1.0359
3655895 | The Everlasting Calamity That Shifts The Time - Space Continuum... [Insane],4.2776,1609,3.4762,1.0877
"3745437 | Mada, Aoi [Dreamers]",4.2769,1117,3.4165,1.0319
4299424 | Connect (TV Size) [Beginnings],4.2764,742,3.6566,1.0393
2069131 | Blue Zenith [mint's Hard],4.2753,2712,2.2396,1.0222
563161 | Yolomania Vol. 3A [hyi - ephemera [rCaliberGX] 12],4.2752,1499,3.4675,1.0827
2331110 | Shout Baby (TV Size) [My Scream],4.2750,983,3.3170,1.0590
1180353 | Haru Modoki [Replica],4.2747,2661,3.5428,1.1008
"4831935 | Star light, Star bright (TV Size) [Constellation]",4.2746,1135,3.1695,1.0637
3265959 | Mathematics MA+MA = Magic! [MA+MA],4.2745,1204,3.5439,1.0354
3606329 | Sucrose Overdose [Hypersaccharidosis],4.2745,1016,4.0622,1.0235
"1582170 | Nijiiro Kekkai, Gekkyou no Goku [Prison of Lunacy]",4.2741,3519,3.2019,1.0232
3550440 | Hold Your Colour [Infinite Hue],4.2741,3511,3.3453,1.0782
1765523 | Party Don't Stop [Insane],4.2740,1924,3.4850,1.1597
2743924 | Bakudanma [Detonate our past],4.2736,2398,3.3725,1.0420
3307091 | DOKIDOKI Rhythm [Suki Desu~],4.2735,2348,3.5140,1.0829
1082276 | STERLING SILVER [EXTREME],4.2733,1401,3.3292,1.1075
1191986 | Ningen Shikkaku [Hydria's 4K MX],4.2732,3076,3.2209,1.0634
3469002 | Doko made mo Tsuzuku Kono Michi o (nenpulse bootleg remix) [Fapu's 4K Railroad Romanesque],4.2725,3710,3.2330,1.0318
"3757428 | Piano Rendanteki ""You"" ~Higurashi no Naku Koro ni~ [Black Another]",4.2722,1020,3.2525,1.3226
376721 | Couple Breaking [MX],4.2720,1508,3.2394,1.0746
545063 | Violet Soul [Spy VS. S.Star's EXHAUST Lv.14],4.2719,1311,3.1189,1.0353
3481079 | Niccori^^ Survey Team Theme [Wonder Hoi~!],4.2717,1301,3.3844,0.9789
841922 | eastward [Another],4.2715,1664,3.2067,1.0791
1124740 | FIRST [HD],4.2711,844,4.1708,1.0442
2650970 | Nimensei*Uraomote Life! (TV Size) [DaraDara],4.2710,1018,3.4029,1.0584
3209480 | MALIGNANT [FAMoss' Insane],4.2708,2622,3.4147,1.1700
522938 | Rubik's Cube [Ene's SC],4.2703,2331,3.1737,1.1159
942150 | departure! (TV Size) [Profetti's MX],4.2698,781,3.4005,1.0620
1016103 | Tenshinranman Haikara Hime [MX],4.2697,2127,3.2421,1.0657
2441011 | Future Cider [Amii's Insane],4.2695,2545,3.5159,1.1197
1361219 | Tenkai Rising (RiraN Psystyle Remix) [Tachyon Rising],4.2694,2641,3.1727,1.0363
1361221 | Tenkai Rising (RiraN Psystyle Remix) [Tenkai Rising],4.2694,2641,3.1727,1.0363
646398 | Dear You [MX],4.2688,1411,3.2667,1.0701
4724902 | T.B.H [Bawige],4.2684,1798,3.4118,0.9906
3878878 | Tiny Light (Cut Ver.) [Yasashi],4.2681,1045,3.7700,1.0744
1048201 | Completeness Under Incompleteness [Zan's EXHAUST],4.2678,1199,3.5108,1.1813
3311140 | Can you hear me? [A little better (Hyper)],4.2676,1034,3.7921,1.1182
1187560 | HARAJUKU IYAHOI (Cut Ver.) [I YA HOI !!!],4.2668,1150,3.2866,1.1070
1187561 | HARAJUKU IYAHOI (Cut Ver.) [I YA HOI !!! [NSV]],4.2668,1150,3.2797,1.1070
1000029 | The Bird's Poisoned Bathwater [Xay's 4k],4.2664,1403,3.9288,1.2164
2260043 | SSuuiikoott!! [FAMoss' Insane],4.2663,2788,3.3644,1.1025
771272 | Kakushinteki*Metamaruphose! [4K Lv.23],4.2663,980,3.5558,1.0854
3301947 | Merry Christmas Mr. Lawrence -2012 BlackY's XmasCoreStyle- [Merry XmasCore],4.2660,2222,3.1561,1.1293
"2118084 | Tiny Little Adiantum (deadman's ""Omae Wa Mou"" remix) [Omae Wa Mou]",4.2658,1304,2.7172,0.9449
4543046 | N.O. [White Another],4.2658,1749,2.8676,1.0054
1685575 | Magical Toy Box [Special],4.2654,1544,3.5625,1.0652
545057 | fragment of tears [Another],4.2653,1438,3.0916,1.0323
3223324 | Kyuuseigou wa Kyuuteisha! [Insane],4.2650,695,3.3428,1.0496
4904321 | Sparkle Downer [Killjoy],4.2649,1453,3.4543,1.1011
3202242 | CROSSING DELTA [Ping's Insane],4.2646,2271,3.4898,1.0448
3543459 | ricky bobby [glitterpop],4.2633,1459,3.4286,1.0755
1525573 | Yeah! Break! Care! Break! (TV Size) [Insaiyan],4.2632,654,3.2326,1.0599
2189426 | Galvanize (Beat Juggle) [Unbound (2019)],4.2624,2470,3.6095,1.1449
4286472 | astrid [slowpoke104's insane],4.2624,750,3.7304,1.0179
3751223 | Fantasy Note [4K Rosemary],4.2623,758,4.0767,1.0624
1773960 | Bullet Waiting For Me (James Landino Remix) [I Wish],4.2619,1449,3.4234,1.0691
3948289 | Wildfire [Insane],4.2617,2715,3.3346,1.0964
1355450 | Acorn [Nuts],4.2616,1803,3.6362,1.1965
3966004 | Neoprene Byzantine [Pink Lemonade],4.2616,2038,3.9859,1.1060
3494448 | Ashita Genki ni Naare! (Cut Ver.) [Vitality!],4.2615,944,3.5343,0.9784
4268677 | Bathtub Mermaid [Morphology],4.2615,587,3.7888,0.9977
3614402 | People People feat. Nanahira [RiP's 4K Hyper],4.2612,2465,3.2497,1.0343
"3748537 | Mada, Aoi [Still Blue]",4.2611,2120,3.5419,1.0555
3610835 | Leia [Liar],4.2610,2817,3.2568,1.0678
1917567 | The Crow [Insane],4.2609,2155,3.6461,1.1383
1216040 | Stray in Chaos [MX],4.2608,1552,3.3225,1.1816
1310644 | Hachigatsu no Yoru [4K August Night],4.2607,1101,3.1681,0.9796
4476919 | NEW MAGIC WAND [SUPERBOY'S INSANE],4.2606,1604,4.2667,1.0559
2915010 | Traveler ~stand aloof~ [Journeys],4.2603,1240,3.7085,1.1955
470059 | divine intervention (TV SIZE) [Luckman's MX],4.2603,941,3.4511,1.0472
4406969 | Now or Never! (Cut Ver.) [Final Stand],4.2598,1057,3.1806,1.0563
3313202 | Day by day (PSYQUI Remix) [Moving on],4.2596,2410,3.4801,1.1497
2006189 | City Streets [Lights],4.2594,1145,3.7138,1.0167
4875395 | Abyssal Storm [Nebulous],4.2593,754,3.8045,1.0785
4111177 | Falling Down feat. Renko x TRIANGLE [Hard],4.2589,2200,3.6861,1.0641
2743984 | Stella-rium (TV Size) [Chicken's Pleiades],4.2587,901,3.3209,1.0874
3235919 | Tenshi Kourin [Expert],4.2587,1542,3.2733,1.0527
4620550 | Hoshizora no Ima (Short Ver.) [Autumn | Insane],4.2587,992,3.3595,1.0166
2272395 | NULCTRL EX [MOTION],4.2586,2100,3.8543,1.1516
4219381 | Neppa feat. Butter [4K Heatwave],4.2586,788,3.3761,0.9903
3952865 | Kawaikute Gomen [Aqua Kawai >w<],4.2584,2193,3.6411,1.0225
2191340 | We Won't Be Alone (feat. Laura Brehm) [Together],4.2583,1479,3.6740,1.0261
4200643 | Usagi Flap [Revv's Bnuuy],4.2583,1364,3.3490,1.0212
"4546217 | Discopool [Wait for me, just for now]",4.2581,3328,3.5272,1.1106
590575 | Shanghai Kouchakan ~ Chinese Tea Orchid Remix [EXHAUST],4.2580,1300,3.3740,1.1493
407642 | MEGITSUNE [4K MX],4.2577,2476,3.4040,1.0676
751780 | Claiomh Solais [4K Insane],4.2576,1161,3.5802,1.1068
720556 | ANiMA [DECADE's 4K Lv.20],4.2570,1106,3.6113,1.1029
4489221 | Gift [Tenshi],4.2564,1937,3.6431,1.0179
3471538 | Yes! Precious Harmony! [Yes!!!],4.2563,1227,3.3061,1.0763
1015327 | Endurance/Accuracy Training [Chords] [[190bpm] X Gon Give It To Ya],4.2560,3049,2.7361,1.0295
3126442 | No Poi! (TV Size) [Alleyne's Insane],4.2560,973,3.5314,1.0422
3686143 | Songs Compilation [Collab Superstar!],4.2560,6455,3.9097,1.1101
4448608 | Good Parts (when the quality is bad but I am) [Best Parts],4.2558,1172,3.6129,0.9993
3721239 | Diamond City Lights [Shine!],4.2553,2266,3.5727,1.0151
3447303 | Sekai (Cut Ver.) [Colorful Stage],4.2548,1135,3.6863,1.0219
3784154 | ALIVE (TV Size) [Virtue's 4K Insane],4.2542,869,3.7505,1.0643
4343838 | jetset [mystery],4.2542,1213,3.2251,1.1019
"3606328 | zeke didn't ""invent dariacore"", i did [diamant's hard]",4.2540,1105,3.7105,1.0140
3988027 | BEYOND [LN Normal],4.2537,636,4.1017,1.0333
3972157 | Lycanthrope [Hytex's Livid],4.2533,1747,3.4433,1.1368
3688251 | Dusk (Radio Edit) [Insane],4.2532,2525,2.9815,1.1253
4294719 | facade [false colors],4.2530,1241,3.4663,1.0072
4219573 | NAME (TV Size) [Tonari no Mie san],4.2529,856,3.3880,1.0234
3731282 | Good-bye sengen [Insane],4.2528,1839,3.4463,0.9906
3468084 | Hatsune Miku no Gekishou [Another],4.2525,1685,3.4082,1.1331
"2751959 | Boku no Yume, Mecha Kuso Mugen Waki [MEGA's Insane]",4.2520,1267,3.8747,1.0740
927963 | Over the Starlit sky [Lunatic],4.2517,1196,3.2996,1.1053
1354962 | GO 4 IT [Believe Yourself],4.2515,3567,3.2955,1.0519
1508853 | Souzetsu Gekkou [Ultimate],4.2514,1047,3.3614,1.0491
3602814 | Tooryanse ~ Kanbi Fuurai [Miko],4.2514,2053,3.6146,1.0404
4067535 | Higher [Liveliness],4.2510,1350,3.9661,1.0263
4377506 | facade [to_ofu's stuck in circles],4.2510,1321,3.3605,1.0302
3988546 | HER [INSANE],4.2509,2036,3.6900,1.0729
3507135 | Yes! Yuyuyu * Yuruyuri (TV Size) [Yes! Fufufu * Fuwafuwa],4.2508,1074,3.2622,1.0382
3553160 | Avant [Sorrow],4.2501,901,3.3569,0.9753
3829711 | Snow Changes to a Beat Again [Avalanche],4.2501,585,3.3070,1.0757
2505062 | Haachama Haachamatchama [Insane],4.2496,772,3.5338,1.1805
4742479 | Drizzling Sun [Insane],4.2494,2974,2.8789,1.0171
2205178 | Come Hell or High Water [Dirty],4.2487,3298,3.7084,1.1341
895326 | YELLOW SPLASH!! [Feru's SPECIAL],4.2486,1270,3.3375,1.1137
1849680 | Ether Strike [Future],4.2484,1318,3.7833,1.0824
2261935 | BRAVE JEWEL (TV Size) [Insane],4.2482,1017,3.4020,1.0373
4752729 | Clarity feat. Foxes (IOSYS uno DENPA Remix) [zutu's Insanity],4.2480,2479,3.1847,1.2082
4068997 | Sacrifice [Hidden's Insane],4.2469,2594,3.4237,0.9835
3021264 | Hestia [Dub's Hyper],4.2466,1200,3.8420,1.0389
2321696 | Itadaki [Insane],4.2464,1418,3.3069,1.1264
2806609 | Sanyousei SAY YA!!! [Mischievous Fairies],4.2464,2016,3.5375,1.0886
3596045 | Cutie Panther [110],4.2458,2321,3.7034,1.0502
2679678 | INFINITI MOFULITY (Cut Ver.) [o.o],4.2456,1064,3.5811,1.0520
4378977 | Akogare Future Sign (TV Size) [Aspirations],4.2456,778,3.5124,0.9910
941425 | Sora no Senritsu -the melody of the cosmos- feat.lily-an (OP Cut) [4K Insane],4.2454,1072,3.3942,1.0468
3249328 | utopia [Emotions],4.2453,3095,3.2786,1.0714
4050776 | Shukufuku [Furry's Insane],4.2453,1603,4.0639,1.0411
3731516 | ALIVE (TV Size) [Last Observation],4.2450,876,3.6841,1.0369
4175237 | SCOPIN [X],4.2448,1540,2.5696,0.9970
2640990 | Guren Yasha [Poke's Insane],4.2445,2874,3.3284,1.1292
4367979 | ACHE in PULSE [FROSTBITE],4.2444,1389,4.0148,0.9959
2900328 | Crazy Jackpot [HARD],4.2439,1082,3.8318,1.0174
4632106 | Sunao ni Naritai (osu! Edit Ver.) [Hidden Feelings],4.2438,1413,3.4113,1.0466
3938190 | FREEDOM DiVE [DiMENSiON / Fapu's Hyper],4.2435,3114,3.1936,1.1191
"1252742 | Groundhog (Beat Juggle) [Sorry, Am I Putting You Off?]",4.2434,2452,3.9607,1.3115
1517670 | Drug on the Drop (Zekk Remix) [Insane],4.2432,3128,3.3255,1.0950
4262274 | Level Up [Insane],4.2429,1598,3.4873,1.1736
4039694 | Kira Kira Days (Cut Ver.) [Insane],4.2427,995,3.0510,0.9987
4205882 | Happy! Lucky! Dochy! (TV Size) [Sillot's Insane],4.2426,1188,2.8663,0.9536
4118654 | Odin [HYPER],4.2419,1749,3.6237,1.0150
2608578 | BLACK MEMORY (Cut Ver.) [Insane],4.2418,1225,3.1043,1.0733
1288346 | Koi? de Ai? de Boukun Desu! (TV Size) [Love Tyrant],4.2417,888,3.3976,1.0504
4550080 | Uchapa! de Pappikapo~n! [More Happy!],4.2417,1092,3.5338,1.0249
4224392 | Salamander feat. Hatsune Miku [Hooked],4.2416,1738,3.4038,1.0514
4400566 | Anti the EuphoriaHOLiC (Cut Ver.) [Hyper],4.2416,1239,3.3374,1.0047
3745519 | Sweet Surrender (TV Size) [Ai shite!],4.2414,818,3.5272,1.0320
3571606 | Odd Eye [Utopia],4.2411,1700,3.6120,1.0322
4220100 | Etude Op 10-4 [Bluu's Insane],4.2408,1430,3.0259,0.9878
1251092 | Groundhog (Beat Juggle) [Have I Really Met My Match?],4.2406,2450,3.9614,1.3124
4385360 | Careless (TV Size) [anatha's Hard],4.2402,698,3.8834,1.0168
3411830 | HIVEMIND [Hyper],4.2398,1424,3.6989,1.0188
2720287 | Halzion [Collab of Remorse],4.2392,1747,3.5110,1.0293
683397 | Otome Ryouran Mai Sakihokore [SPECIAL],4.2386,1238,3.5369,1.1683
2639588 | Alone intelligence [mint's Insane],4.2382,1539,3.9628,1.1180
1636836 | Rampage [Leggendaria],4.2377,1563,3.1843,1.1542
4655363 | Utakotoba [_Yiiiii's Insane],4.2377,2052,3.9429,1.0637
2397133 | Butterfly Twist [EXHAUST],4.2375,1373,3.5503,1.0181
1443574 | XYZ [Enlightenment],4.2373,1308,4.0310,1.1359
