Beatmap,SR
298851 | future gazer (TV Size) [Filia's 4K MX],3.7875
4144861 | Genjitsu Escape [HD],3.7873
4808368 | Same Blue (TV Size) [Insane // Vivid Blue],3.7872
2563781 | Yume Kataru yori Yume Utaou (TV Size) [Yume],3.7862
1417884 | MiKUSABBATH feat. Hatsune Miku [Kaito's Another],3.7861
2431631 | HELLO to DREAM (TV Size) [Say Hello],3.7861
3951664 | Close Eyes [Insane],3.7861
659148 | Black Emperor [ADVANCED Lv.11],3.7854
3506449 | Op.I <fear-TITAN-> [Seiran's ADVANCED],3.7852
3173286 | Rhythm of Love [Cadence 1.2x],3.7851
2872780 | Envy Baby [Ainer x angki's Jealousy],3.7847
4049185 | Shukufuku [Mirsaaa's Hard],3.7844
3976512 | Ranbu no Melody (TV Size) [Yui's Hard],3.7842
"1357681 | Dakara, Hitori ja Nai -TV Size- [CS' 4K MX]",3.7839
1177393 | Dreadnought [Lude's Hyper],3.7837
771271 | Kakushinteki*Metamaruphose! [4K Lv.15],3.7832
3415974 | Kawaii Razor Blades (feat. yandere) (Cut Ver.) [insane.],3.7828
4568531 | Hungarian Dance No. 6 [Nostalgietanz Nr. 6],3.7826
3635345 | Amenohoakari [ADVANCED],3.7825
4443669 | Hodomoe City [Flade's Insane],3.7825
3937670 | Catalinesie [Ayase's Hard],3.7819
4331145 | Poisonous Chasm [GDBlack's Insane | Sulfur Dioxide Poisoning],3.7819
2245028 | Nijiiro Yuenchi [Hyper],3.7815
2129228 | Sesshoku (Cut Ver.) [Insane],3.7814
3448658 | Deai Machi (Cut Ver.) [Hard],3.7814
3981657 | w/WWW feat. Hoshimiya Toto [4K // Ayase's Hard],3.7813
3559819 | Bangin' Burst [EXHAUST],3.7812
1480627 | Rainbow Night Sky Highway [Insane],3.7809
3924581 | Winter Gift ~Qrispy Kara no Okurimono~ [Insane],3.7805
4273444 | SPACE INVADER [Insane],3.7805
3781967 | Te o Tsunaide [Forever and Always],3.7804
4268122 | veil (TV Size) [Latom],3.7801
1655045 | Shuwarin*Drea~ming [Tofu's HD],3.7800
"3180645 | Let's Go, Crimson Knight! [4K Da-Da Da!]",3.7798
3829280 | Unleashed World [Hyper],3.7792
4229057 | Goodbye Yesterday (feat. Jakusansei) [A New Tomorrow],3.7792
4644967 | MyonMyonMyonMyonMyonMyon! [Myonrathon!],3.7792
3440041 | Koisuru Fortune Cookie (ZekaiDot Remix) [365 Days of Love],3.7786
819180 | Dear Brave [victorica's Insane],3.7782
4277871 | Flandol [Lunatic],3.7778
4556500 | Yappari Mya-nee Number One (Cut Ver.) [keksikosu's Hard],3.7778
1219888 | HE4VEN ~Tengoku e Youkoso~ [Tsukahara's ADVANCED],3.7769
2251877 | MUKANJYO (TV Size) [AncuL's Insane],3.7762
4352532 | Ye Mingzhu [Advanced],3.7762
724147 | croiX [ADVANCED],3.7762
1927513 | crossing blue [Scotty's 4K ADVANCED],3.7761
3908935 | Taiga yo Tomoni Naite Kure (TV Size) [Shoira's Hard],3.7761
3951924 | Guitar to Kodoku to Aoi Hoshi [Notice Me // Ayase's HARD],3.7761
3566273 | Machinegun Poem Doll [Expert],3.7757
3718672 | Luminous Memory [Unforgettable Memories],3.7752
4040261 | THE WORLD REVOLVING [Hard],3.7752
4472557 | Armored Hero Mechamato (TV Size) [Rumit],3.7752
4700772 | Devi-kyuu (TV Size) [Hard],3.7752
1779054 | 5150 [Insane],3.7751
4380035 | 115 [Hardcore],3.7749
774212 | Miracle!Portable*Mission [Insane],3.7745
2754912 | 083 - nekomimi [Insane],3.7743
2593072 | Diamond no Jundo (TV Size) [Conclusion],3.7741
3520593 | Wonderful Paradise [Hard],3.7734
3432768 | Igallta [HD],3.7732
563167 | Yolomania Vol. 3A [TAG - Chronos [Ghakimx] 10],3.7732
361776 | Disconnected [4K HD],3.7726
472953 | Oracion(TV-Size) [victorica's 4K MX],3.7725
1660780 | Nostalgic Rainfall (TV Size) [Sya's Insane],3.7719
1215685 | Mikasa [puxtu's HD],3.7718
1266410 | Heaven's Fall [Antalf's Insane],3.7718
4322635 | Cat Loving [XinH's Hard],3.7718
795971 | Installation [Emperor of Time],3.7718
4098072 | Novyy Merin [V#YEB GORODA I ZARABOTAL DENEG],3.7717
3033239 | Always TANO*C (Kobaryo's FTN-Remix) [Hard],3.7716
4044271 | Kingslayer (feat. BABYMETAL) [Hard],3.7716
4259002 | Kiseki Melody [Miracle Melody],3.7714
3935220 | Chat perdu [Hard],3.7710
1681776 | HiT! HiT! HiT! (Cranky vs. HiTECH NINJA) [HARD!],3.7709
3937523 | Until the end of time [Monoseul's Hard],3.7709
4202630 | rift.exe [hyper],3.7707
2058648 | Shiba Island [Bork!],3.7705
3375348 | complex syndrome [DenYi's Hard],3.7705
1256062 | SV Pack [Tactical Dominance],3.7704
3940514 | Kanbu de Tomatte Sugu Tokeru ~ Kyouki no Udongein [Collab Lunatic],3.7703
4268442 | Usagi Flap [Insane],3.7703
2973342 | Tsukitourou [Hard],3.7698
3019191 | Qilin's Prance [Harmony between Heaven and Earth],3.7696
4860324 | Tetoris [1627720],3.7693
1704081 | Quaoar [Astral (Hard)],3.7691
4587167 | Selfhug Biglove (TV Size) [Happy Things],3.7686
1168462 | Yuukei Yesterday [Baim's 4K MX],3.7683
3026662 | Senryakuteki de Yosoku Funou na Love Comedy no Ending Kyoku (TV Size) [Hard],3.7681
4355994 | Ashita e no Kodou -Opening size- [Loa Erebonius],3.7681
4672779 | Hai Yorokonde [Hard],3.7680
3496952 | Jiu Zui De Hu Die (DJ He Peng Version) (Cut Ver.) [Butterfly owo],3.7675
476823 | BLACK or WHITE? [ADVANCED Lv.14],3.7673
4339622 | azalea [ADVANCED],3.7672
2485263 | #1f1e33 [Future],3.7671
3453668 | DADDY ! DADDY ! DO ! feat. Airi Suzuki (TV Size) [Cupid of War],3.7669
4436050 | this train going nowhere [hard],3.7667
4512168 | La Chica Vampira [Enfermo de Amor],3.7663
3074794 | Shirushi (TV Size) [My fragile happiness will reflect in your eyes until the day of your last breath],3.7662
434313 | ANGEL [Arcwin's 4K MX],3.7658
2635488 | Cineraria [Fapu's Hard],3.7656
3881835 | CANDY MAGIC (TV Size) [Insane],3.7653
2324382 | Purple Hyacinth feat. Norico [Hard],3.7642
3736287 | Just Be Friends [Hard],3.7635
4305190 | Reaction feat. Slyleaf [Stimulation],3.7634
4119474 | Hyadain's Jojo Yujo [Hard // Shinyuu!],3.7631
3709850 | My Sunday [My Melody],3.7630
1660193 | A Bella! (feat. Lucy) [Difficile],3.7629
3933673 | Clover Day's (Short Ver.) [Anzu],3.7629
4826581 | POP IN 2 (TV Size) [Amii's Advanced Idol],3.7629
2608589 | Koisuru * Hiyoko (Cut Ver.) [Temptation],3.7624
976124 | Dignity [ADVANCED Lv.11],3.7621
2551292 | Virtual mode [Hard],3.7617
4688125 | Kawaikute Gomen (TV Size) [HD],3.7615
4331794 | Yuusha (TV Size) [Hard],3.7613
3071811 | SCREW // owo // SCREW [Fawcro's Hyper],3.7611
2791776 | Hidden Ending [Hyper],3.7609
4253511 | halloween day [hydria's insane],3.7605
314892 | We're so Happy [victorica's 4K HD+],3.7604
785378 | Ops:Code-Rapture- [Shirou's ADVANCED],3.7604
3253277 | Robotic Girl (Srav3R Remix) [Mipha's Hard],3.7599
2022850 | One Life Left to Live [FAMoss' Hard],3.7597
2390948 | Ashita no Kimi sae Ireba Ii. (TV Size) [Your Story],3.7595
4613553 | Accendio [Lumos],3.7592
4745303 | Wer ist Faust? [Schwer],3.7585
1132009 | Doutei Korose [Hamids' Karasu!],3.7583
795868 | Putin's Boner [Alexey's Patin Hard],3.7580
2491569 | Discommunication Alien [Hard],3.7579
0 | Through the Fire and Flames [Ember],3.7578
4903719 | Chiisana Koi no Uta [Whispers of a Little Love],3.7577
3102275 | Omoide Shiritori (TV Size) [4K Insane],3.7575
1877513 | Spica [Amii vs. Sado's Hard],3.7574
1018853 | entelecheia [Hyper],3.7572
1175288 | Reason of being [The Hunt for the Hidden Land / Akasha vs. CS' Hyper],3.7568
4559188 | In Pieces [Insane / Faith],3.7566
1283481 | Koi no Hime Hime Pettanko [Virtue's HIME],3.7565
4073568 | INTERNET YAMERO [SZH's Hard],3.7561
1168087 | POSSESSION [CHALLENGE],3.7559
2927606 | Umapyoi Densetsu (Game Ver.) [Fapu's Medium Distance [2400m]],3.7558
3146284 | Noraneko Heart [B1tch],3.7558
2234034 | AsiaN distractive [mint's Another],3.7557
3924412 | I'll Wait (succducc Remix) [Hyper],3.7556
1013168 | All I wanna do is touch your power points [Insane],3.7551
509055 | Nine Point Eight [LordRaika's Insane],3.7548
3608134 | Islands [Keep me high up off the ground],3.7542
3996992 | STYX HELIX (TV Size) [Wint's Insane],3.7538
4331036 | Thunderstrike 1988 [Hyper Prost],3.7535
"3656924 | Destroy, Destroy, Destroy The Happy End (Cut Ver.) [Toko's Hard]",3.7533
3551137 | Xb10r [ADVANCED],3.7530
4393530 | The Purge March [Hyper],3.7529
2862391 | The Kill (Bury Me) [Mental Fight],3.7524
4098692 | Kizuna no Kiseki (TV Size) [4K MX],3.7524
4113151 | Flicker (feat. RANASOL) [Extra],3.7523
2590453 | Doro no Bunzai de Watashi dake no Taisetsu o Ubaou da nante [Nabi's Hard],3.7520
4417574 | Folila (TV Size) [Hard],3.7520
4254522 | Shirohana no Tenshi [Hard],3.7517
2537169 | Fallen [Scotty's Hard],3.7515
4284893 | Deorbit [fvrex's Hard],3.7511
3998362 | INF-B <L-aste-R> [ADVANCED],3.7510
3577317 | Feel My Rhythm [Seulgi's Hard],3.7508
3053056 | Quamara [Hard],3.7507
3885405 | Hologram (TV Size) [4K Insane],3.7506
523602 | Animals [MX],3.7506
1053312 | Colorful Pastel [Hyper],3.7503
4827504 | MEGALOVANIA [INSANE],3.7498
4139449 | The Memory Of Summer [Forget / Insane],3.7494
4768549 | laced up [insane],3.7481
4642521 | Kyouki Ranbu [HARD 9],3.7480
3814356 | If you suddenly think of me [Insane],3.7479
3010872 | Pure Ruby [Hard],3.7476
4837852 | Cherish (My Love) [Vivi's Hard],3.7475
561923 | HEAVENLY MOON [EXTREME],3.7474
4037916 | Birdsong [Hard],3.7472
1368483 | Mama ft. William Singe [Achsan's 4K Home],3.7471
667785 | KAC 2012 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX- [Mashiro's EXHAUST Lv.12],3.7471
802866 | Nihil Kagura [Lunatic],3.7471
4438501 | CHEEKY (Cut Ver.) [Chrisse's Hard!],3.7466
861184 | Masakari Blade [Avalon vs D arc's EXHAUST],3.7463
1214524 | Dotabata Animation [feat. t+pazolite] [Insane],3.7459
480468 | Rave 7 [Normal],3.7459
1026563 | Now On Stage!! [Live Stage!!],3.7453
"3865742 | Aiue feat. Minami, SAKURAmoti (TV Size) [Nicknem's Hard]",3.7452
1633799 | Now Loading!!!! (TV Size) [Level Up!],3.7450
1047504 | Completeness Under Incompleteness [Avalon x Kuo Kyoka's ADVANCED],3.7449
3504395 | Tricologe [Pink Opal],3.7447
4383442 | Hashtag (Cut Ver.) [#Acapella_in_cafe],3.7441
2742626 | Shuu no Hazama (Cut Ver.) [mint vs guden's Hard],3.7439
4938114 | Gong Xi Fa Cai [D1's Insane],3.7439
3666750 | Yuki Otoko [Murumoo's EXPERT],3.7438
3479247 | XENOViA [Murumoo's EXTREME],3.7435
2062306 | Bokura no Jikan [ADVANCED],3.7434
2304812 | God Save The Girls (TV Size) [Mahou],3.7434
1008972 | Sakura Kagetsu [MX],3.7433
2487983 | Titania [Lirai's EXPERT],3.7429
4455936 | diamond [black diamond],3.7429
2855453 | Module_410 [Hard],3.7425
2729100 | PADORU / PADORU [Hard],3.7423
2515104 | YURUSHITE [Rem's EXPERT],3.7422
4746247 | Koko de Ikiteru (TV Size) [Insane],3.7419
4709458 | EVERYTHING BLACK feat. RATIRL [Lieless FRENCHCORE BOOTLEG] (Sped Up & Cut Ver.) [HYPER],3.7417
3794377 | Heart Shaker (Cut Ver.) [Hytex's Hard],3.7416
3999613 | I've Never Forgotten [the Forest Will Remember],3.7416
4545622 | Magnetic [U],3.7416
3730574 | Romulus 3 [Aquatica],3.7414
4277870 | Flandol [Hard],3.7408
4324192 | Suki nanode. [Kokoro],3.7406
896544 | YELLOW SPLASH!! [HARD],3.7406
4102202 | Darling in the Night (TV Size) [Hard],3.7405
4295079 | Sukitchuu no! feat. Chuu-tan (CV: Hayami Saori) [Raisky's Hard],3.7405
2831081 | Different (TV Size) [Paran's Hard],3.7404
427562 | Preserved Roses (TV-Size) [Shana's 4K MX],3.7398
2886201 | Haruka [FolAH's Reminiscence],3.7397
4269607 | Poppy (Korean Ver.) [Nicknem's Hard],3.7394
2157252 | Positive (feat. Looci) [AH's Insane],3.7392
631305 | Go! Go! Novice Alchemist (Workshop) [Insane],3.7390
4557932 | MULA (Sped Up & Cut Ver.) [NSV],3.7387
4557933 | MULA (Sped Up & Cut Ver.) [Patcat's Root of All Evil],3.7387
3676559 | LEMONADE [HARD],3.7383
1624799 | Finixe [qqq's Hyper],3.7382
4047775 | Summoning 101 [Aeterrno amora],3.7382
4266939 | Kanzen Shouri*Esper Girl [Hard],3.7380
3533599 | Aurora [Hard],3.7378
4822577 | Endure Grief [Hard],3.7375
4151409 | Love Letter [My Feelings for You],3.7373
4375352 | SPINACH AND SAMON CREAM PASTA [A song I found on the way home],3.7373
2119464 | Be The One (TV Size) [Build Up!],3.7371
3449443 | MATORYOSHKA [Asha's Hard],3.7368
2820007 | Mirage Garden [Hard],3.7364
1328567 | Piano Beatmap Set [Hungarian Dances - 4K EX],3.7362
901488 | Gekkou Ranbu [4K INFINITE Lv.13],3.7361
2367399 | SHIORI (TV Size) [Memories],3.7359
2959764 | Freefall [HYDRIA'S HARD],3.7358
2836699 | FANCY [FANCY YOU!],3.7353
1935441 | Lucky Clover [Hard],3.7346
4675453 | Aite [Hard],3.7346
4121559 | Kizuna no Kiseki (TV Size) [Miracle Bond],3.7342
4390440 | MAKE IT FUNKY NOW [[H | TECH] MAKE IT FLOOFY NOW],3.7342
2998203 | Far Away Light [Future],3.7338
2790523 | Golden Mission (Short Ver.) [\ o w o \  / o w o /],3.7328
4080024 | want [I Want You >w<],3.7326
952616 | True Blue [EXTREME],3.7326
4685363 | Jinsei Reset Button Pochi [Ainer's Insane],3.7325
751916 | Meaning [Arcwin's Insane],3.7325
4082460 | Sora de Oyasumi (feat. YUKA NAGASE) [melatonin],3.7324
2756521 | Awakening [Long Version] [ADVANCED],3.7322
4441948 | Succubus Gabber [ChickenGold's Insane],3.7321
1316904 | Kai Dan [Eedow's Muzukashii],3.7310
3824154 | Tsumugi no Natsuyasumi -Sunset Lighthouse Version- [Dawn],3.7308
4378117 | Itterasshai (TV Size) [anatha's Hard],3.7308
4406999 | grayscale dominator (TV Size) [Interminable | Bandusty's Hard],3.7306
719310 | Go Beyond!! [4K Hyper+],3.7296
4374914 | davay rasskazhem (ily Frenchcore Remix) (Sped Up Ver.) [(^O^) // insane],3.7294
"4184507 | happy birthday to me [wish you all the best, god bless you :3]",3.7289
4175235 | SCOPIN [INSANE],3.7288
4418790 | La vaguelette [4K Hard],3.7285
3757495 | Garakuta Doll Play [EXPERT],3.7283
4010273 | Eternally Onward [Hard],3.7281
4660657 | Tsukinami ni Kagayake [Re: Peachy's Hard!!],3.7278
946821 | fantastic dreamer(TV-size) [MEGA's Insane],3.7272
3022369 | Yume e no Ippo [One Step Towards My Dream],3.7271
3149657 | Glacierfall (Park Remix) [Avalanche],3.7271
3988299 | Someone In The Crowd [Xnery's Insane],3.7270
2409889 | Singularity [Future],3.7268
4325974 | Hyacinth [_VK's Hard],3.7265
2299715 | PARADOX (TV Size) [MX],3.7264
3451657 | Twin*kle Galaxies [Hard],3.7264
3903154 | Futari no Kimochi no Honto no Himitsu (TV Size) [Ribbons],3.7261
4520035 | Hishoku no Sora (TV Size) [MX],3.7260
3894611 | Trrricksters!! [Expert!!],3.7248
2021258 | Isekai Girls Talk (TV Size) [Girls*Talk],3.7244
4531841 | White Promise [Melancholy],3.7243
439140 | Sakura Mirage [ADVANCED Lv.12],3.7241
4620414 | Megalo Strike Back [Insane],3.7241
751693 | Seven Colors [_UJ's 4K HD],3.7241
1035769 | Queensland's Clarity (Arctic Moon Mashup) [Another World],3.7239
2108483 | circles! [hard!],3.7234
3268272 | EternuS [Insane],3.7233
1313120 | fuego (sakuraburst remix) [HD],3.7231
905576 | Triumph & Regret [Triumph],3.7230
2378545 | Jump Up Yell!! (TV Size) [Cheers!],3.7220
4363237 | Happy End Princess [Special Advanced],3.7218
4558623 | El Sonidito x Athletic Theme [Cuatro Fiesta],3.7218
4268612 | Shukufuku no Shikisai wa Omoi Musubu Kimitachi made [ADVANCED],3.7217
4455239 | Massugu (TV Size) [My Beloved],3.7214
2760515 | Nothing but Theory [Antigravity],3.7207
3606968 | Kimi ni Kaikisen (Cut Ver.) [Hard],3.7201
1287903 | Starship [Insane],3.7194
4415133 | Nevermind [Avel's Hard],3.7194
3766296 | Tithonus [Master],3.7184
3608249 | Blind Boy [Furry Boy],3.7182
1289143 | Poudre de Perlimpinpin [Adri's Perlimpinjack],3.7179
2810330 | TAKEMIKADUCHI [KASHIMA],3.7179
2872694 | Stardust (feat. Miyoki) [Cosmic Symphony],3.7179
2308408 | Holystone [At the Point of No Return],3.7178
4138217 | Dinner Is Not Over [Bon Appetit],3.7174
1742168 | Made In Love [Arpia's Advanced],3.7173
1638954 | Future Son [Hard],3.7172
"1464610 | ONIGIRI FREEWAY [Poly's Konbu Onigiri ""HD""]",3.7171
1890121 | Every Two Days [2],3.7169
2057609 | Faraway [longing],3.7169
2009986 | Nest [Yolk],3.7168
4011265 | Mad Machine [Hard | Annoyed],3.7168
1058771 | Flashes [CS' Hyper],3.7164
1720627 | I lost my flp [Hard],3.7164
4508038 | Hikari Hanate! (Short Ver.) [My Dear Moments],3.7164
4086378 | Junpaku*study time [Rivals' Hyper],3.7163
2769068 | polyriddim [brrrrrrrrrrrrrr vip],3.7160
2743502 | polyriddim [nsv vip],3.7158
4277713 | Sigma Anthem (feat. Christian Bale) (Sped Up Ver.) [UUU SIGMA],3.7154
4521226 | Ano Band [Peachy's Hard],3.7151
2237442 | Youma Yakou [Hard],3.7138
4231304 | Glucagon [4K Insane],3.7138
2241841 | Yoake no Bell ga Naru [Hard],3.7137
3903042 | I Nandesu [Ayase's Hard],3.7135
3872699 | STAR WALKIN' [ONE & ONLY],3.7134
4251881 | Good-bye sengen [Hard],3.7131
4830006 | EXTREME FUCKING SOCA PARTY [Hyper],3.7130
3578447 | A Man In The Mirror [RETSAM],3.7129
3589238 | Kimi no Egao Mitai kara (Game Ver.) [Hard],3.7129
2583317 | FIRST DROP (TV Size) [Insane],3.7126
2230933 | Stepper [impression],3.7124
"2525496 | 1,000,000 TIMES [HARD]",3.7122
2904217 | Hi High [Hard],3.7122
4159382 | Cat Loving (kageminori bootleg) [4K // N4ive's Insane],3.7120
2433459 | 5150 [Insane],3.7116
2934371 | Suki yo ~Two Hearts~ [Insane],3.7115
397396 | VOICE (TV Size) [Arcwin's 4K MX],3.7110
1350893 | Ima Koko [Koi],3.7109
4118841 | Tsunagaru Connect (TV Size) [Nabi's Hard],3.7109
4229878 | Sign wa B -New Arrange Ver.- (TV Size) [Yueast's Hard],3.7108
3550474 | FORTALiCE [Hard],3.7107
659681 | Invitation from Mr.C [ADVANCED],3.7096
2943710 | EASY LOVE (TV Size) [HARD],3.7095
3282979 | Saikyou Muteki! Chou Ero App! -remix- [Hard],3.7095
266662 | Fantastic future (TV Size) [4K MX],3.7092
3643093 | Mukishitsu Sekai ni Irodori o (Cut Ver.) [Hyper],3.7088
4661738 | Hi wa Mata Noboru kara (Cut Ver.) [4K Capture the adventure],3.7087
4193363 | .*302? ionwan2go*. [.*3.64? MX*.],3.7086
3593183 | Fluctuation [Revv's Hard],3.7085
4336872 | Realize [Usagi's Insane],3.7085
4521312 | Howling (feat. Asena) (Andromedik Remix) [Modern],3.7085
3508983 | #SpeedyCats [#Hydria's ADVANCED],3.7084
2511490 | I'm with you (TV Size) [Insane],3.7083
3814994 | Miko-sama no Aburaage disco [DenYi's Hard],3.7082
1163375 | TSLove [ManiaLove <3],3.7078
1189209 | TSLove [ManiaLove [NO SV]],3.7078
4489222 | Gift [Hard],3.7077
4378088 | Koi o Shita no wa [eZmmR x Sora's Memories],3.7076
1543090 | Re-sublimity (TV Size) [MX],3.7074
4852558 | Winter Bells (Short Ver.) [Beloved],3.7074
4840545 | Bitcrusher [Hard],3.7073
3161135 | Specialist (Cut Ver.) [Yuno's Hard],3.7072
3676944 | Station [Hard],3.7072
3967632 | arc-en-ciel (TV Size) [Rainbow],3.7072
4524195 | Igaku [Special],3.7066
737739 | Quietus Ray [ADVANCED Lv.14],3.7059
4685416 | Bukan Superstar 2024 [Unreachable Dream],3.7058
3508424 | Let Me Know [Tell Me],3.7054
3537274 | B WiZ U [Aruel's EXPERT],3.7050
4702180 | Midnight Fiction [Hard],3.7049
2285506 | Without Boundaries [Lastopia's Hard],3.7045
4264006 | Empty Stars [Insane],3.7038
2099403 | Onegai Muscle (TV Size) [Muwuscle],3.7037
3707750 | World's End Valentine [Hard],3.7037
"4844137 | Yu, Sansan [Lament]",3.7035
2545349 | me & u (succducc bootleg) [4K // HD],3.7034
4297333 | Feelings [Pairo's Stay],3.7031
3945152 | Exoplanet (Cut Ver.) [Insane],3.7030
4649021 | Juu Rokuji no Hitoritabi [Hard],3.7025
3411662 | Who Do You Love (Saint Punk Remix) (Nightcore Mix) [NSV],3.7023
3413460 | Who Do You Love (Saint Punk Remix) (Nightcore Mix) [SV <Memorize Level: Hard>],3.7023
3794321 | Aoku Kakero! [Ayase's Hard],3.7018
1018885 | Ultimate Ascension [ADVANCED],3.7017
1030968 | GATE II ~Sekai o Koete~ (TV-size) [puxtu's MX],3.7017
4161958 | TITLE IDOL [We are IDOL!],3.7015
1414598 | Hide Away My Heart [Insane],3.7010
3999524 | Starry Jet [Insane],3.7010
3128672 | OverThink (TV Size) [Time],3.7001
4027097 | Slluuddggee [Slliimmee],3.7001
1425351 | Dawn Of A Dark Day (Receptor Remix) [Darkness],3.6995
3828284 | Don't believe the hype [Another],3.6992
718401 | Daisy [Life (Insane)],3.6991
1427415 | Mazare Party [Cokii's 4K Hard],3.6990
3903753 | Seishun Complex (TV Size) [Hard],3.6990
4492484 | BIKE [HIMITSU'S HARD],3.6990
"4057310 | Fuwari (feat. MIMI, KAFU, Hatsune Miku) [Collab Hard]",3.6989
1271990 | Grimm (Kobaryo's FTN-Remix) [Comet's Hard],3.6987
4389424 | If you went out with friends in a way [Bezumno],3.6978
4197575 | Xue Mao Jiao [4K Insane],3.6970
3851138 | Crystallized Snow [Shad0w's Advanced],3.6963
4094496 | Deadly force [ADVANCED],3.6959
3930977 | No Celestial [Le Colatines],3.6955
2528799 | Gyu DAYS [Hard],3.6951
719963 | Chant du Cygne [ADVANCED],3.6951
2422528 | Mujinku-Vacuum Track#ADD8E6- [4K HD],3.6944
3334220 | Clear Morning [Miracle],3.6944
2296801 | SAIKYO STRONGER [Spy's PRESENT],3.6942
4379431 | Elevator Jam [Ucitysm's Reception Room],3.6942
971655 | Koiiro ni Sake [Koi],3.6939
1654691 | Tetsuo's Redemption [Searching],3.6930
1493748 | Showdown [Eedow's HD],3.6929
4906307 | Into the world (TV Size) [Murumoo's Hyper],3.6929
2169455 | Eientewi set 08 A ~ Maiden's Capriccio [Lunatic Dream Battle],3.6927
4164198 | DROPS (feat. Such) [diamant's Hyper],3.6926
2410558 | Nhelv [Hyper],3.6924
3110186 | Shuuten no Saki ga Aru to Suru Naraba. [DH's Hard],3.6921
4730593 | Sunao ni Naritai (osu! Edit Ver.) [Hard],3.6920
4251533 | Neoki Yashinoki [Hard],3.6918
3306367 | Guda Fuwa Everyday (TV Size) [Slimetastic],3.6917
3959716 | Asu no Yozora Shoukaihan [HARD LV.17],3.6917
1156350 | Sorahana [Insane],3.6911
2613375 | Regret [Lita's Hard],3.6908
3738446 | Yukitoki (TV Size) [Loneliness],3.6907
1253640 | Colorful. (AnimeVer.) [Muu-chad0w1and's MX: Sawamura Spencer Eriri],3.6902
1246144 | Yatte Miyou! [MX],3.6900
4152214 | QZKago Requiem [FLEVI'S EXPERT],3.6897
2863218 | The Pepsiman Pepsi Jam [Bepis],3.6896
2408091 | Colorful Minutes [4K Colorful Moments],3.6893
3242548 | Apollo [Expert],3.6887
1929298 | Cross Fire [ADVANCED],3.6880
3846554 | SOUVENIR (TV Size) [OPERATION : BUBBA'S PEANUTS],3.6879
4115632 | Solemnity [Hyper],3.6876
4571877 | Minor Piece (TV Size) [Apol's Light Insane],3.6876
4287482 | c.s.q.n. [hard],3.6871
4085301 | Lapis [Hyper],3.6869
1944029 | Sentimental Crisis (TV Size) [Crisis],3.6865
4630421 | Umiyuri Kaiteitan (Game Ver.) [Bottom of the Sea],3.6865
4676460 | Shikairo Days (TV Size) [Sava's Hard],3.6857
3401627 | Euphoria (Cut Ver.) [Hard],3.6853
4151864 | As It Was [Just Us],3.6852
4004405 | Chiisana Koi no Uta (TV Size) [Serenade],3.6851
3927891 | Distortion!! (TV Size) [Hard],3.6848
4244821 | In Bloom [Spring],3.6848
4599657 | Kimi ni Todoke (TV Size) [My Angel Shiina Mahiru],3.6846
3943910 | Yesterday [4K Reminiscence],3.6845
3292537 | Kyou wa Doko Ikou [Hard],3.6844
"3876330 | For Riddles, for Wonders [Departure]",3.6842
4192136 | Against My Tide (feat. Sinewave Fox) [Hard],3.6842
"1120973 | Sayonara Memory (""NARUTO SHIPPUDEN"" Ending Ver.) [Ed's MX]",3.6841
3681966 | Close to gray [Close to insane],3.6837
1597279 | ouroVoros [Stan's Hyper],3.6834
577389 | Startear -TV size ver.- [4K Lv.20],3.6834
760459 | Aragami [snover's 4K Hyper],3.6834
2004429 | Journey [Ultra],3.6833
1492001 | WHITEOUT [Amii's ADVANCED],3.6827
2444749 | Dori Dori (TV Size) [4K // Hard],3.6826
3517946 | Lagtrain [CS' Insane],3.6825
1122856 | Illusion of Inflict [Wonki's 4K Hyper],3.6821
3468303 | FIN4LE ~Shuushisen no Kanata e~ [DenYi's ADVANCED],3.6817
3415961 | Russian Roulette [Winner],3.6814
417585 | Electric Angel [4K MX],3.6812
3059754 | CHOCOLATE PHILOSOPHY [Hard],3.6809
4397099 | Nostalgic Lost Logic [Hard],3.6809
691494 | Rolling star [nowsmart's MX],3.6809
4661703 | VIOLET LINE (Game Ver.) [Special],3.6801
4095318 | Setsuna no Chikai (feat. Tsukasa Yuzaki (CV: Kito Akari)) (TV Size) [Hard],3.6800
2649113 | Literature (TV Size) [Insane],3.6799
2514724 | Sakurairo Prism [Madoka's Hard],3.6796
"4756800 | Les avions en papier [Cerf-volant, Volant au vent, Ne t'arrete pas...]",3.6795
3983375 | DAW WARS (Eurobeat Remix) [Sonic's Hard],3.6786
4557553 | Na Na Na (Cut Ver.) [Falling In Love With You],3.6786
4148994 | Haunted (Dylan Brady Remix) [Asteria's Insane],3.6784
318075 | Ha lle lu jah [INFINITE Lv.13],3.6783
4262127 | Birthday [Hytex's Hard],3.6782
753218 | Ambitious [Hyper],3.6772
2592903 | Destiny [ADVANCED],3.6770
2716758 | Otherside [Hard],3.6766
507625 | Starlight Express [ADVANCED Lv.12],3.6764
3148908 | Touhou Hisouten [Lunatic],3.6763
3563521 | Refactoring Travel (feat. Nanahira) (Cut Ver.) [Hard],3.6762
3125244 | THE ULTIMACY [Future],3.6756
4510048 | Plasma Gun (Sytho Cover) [Hard],3.6756
"3548962 | Haru Urara, Kimi to Sakihokoru (TV Size) [Insane]",3.6755
1259999 | Dive to Blue [Hard],3.6739
